"","Hash","CAP1","CAP2","CAP3","CAP4","CAP5","CAP6","CAP7","CAP8","CAP9","order","family","genus","species"
"1","75eebef4a1da023960c3f7556617cb9f7211e4a0",0.897168163116684,0.0200681296422179,0.101835022369996,0.238805968540444,-0.831692591371617,0.0926578949250381,-0.639981057864722,0.269246047720772,-0.428198685392301,"Ephemeroptera","","",""
"2","5402672c4768a47baecb5975ab6c20c36403b705",0.203598902332132,-0.0304253641875893,0.71130291729092,0.590456623721524,-0.0401148664453341,-0.586390987801953,0.414539079561091,-0.070381104305187,-0.137210801203358,"Plecoptera","Pteronarcyidae","Pteronarcys","Pteronarcys princeps"
"3","5a5679ddeba13993e0615c14d1091f2ffcc96fe9",0.106663511566575,-0.0388365439284792,0.328545470902653,0.319920267494776,-0.0347529441989243,-0.350405751807716,0.208448221763267,-0.0331545861452448,-0.0472607918856499,"Odonata","Aeshnidae","Aeshna","Aeshna constricta"
"4","cc8ac130e985c2cdb262482dc0e62d4361825c29",0.106663511566575,-0.0388365439284792,0.328545470902653,0.319920267494776,-0.0347529441989243,-0.350405751807716,0.208448221763267,-0.0331545861452448,-0.0472607918856499,"Lepidoptera","Notodontidae","Oligocentria","Oligocentria semirufescens"
"5","281ee7acd6d12173e05b3df2f978758ed8f9cc45",0.106663511566575,-0.0388365439284792,0.328545470902653,0.319920267494776,-0.0347529441989243,-0.350405751807716,0.208448221763267,-0.0331545861452448,-0.0472607918856499,"Hemiptera","Tingidae","Corythucha","Corythucha padi"
"6","ee6fa49c895e4faa4b2e35692377e896e0f4b89c",0.105548081539413,-0.0380222923029661,0.181338941702923,0.196148283248952,0.0301222778375063,-0.211298903230042,0.0861240430139414,-0.000122836950301045,-0.0317944198420676,"Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma unicolor"
"7","3cf7625ed38dbd949ff8152ea3f397daff45ec4d",0.103805931834089,-0.165130907790581,-0.0344321243999132,0.119025736600388,0.494531485365596,-0.127661997082074,-0.412515967040536,0.345285790476644,0.808262915232628,"Coleoptera","Carabidae","Scaphinotus","Scaphinotus marginatus"
"8","0768f21f7a0bd7805511090c51f2490fabf2bb3f",0.0798240706961422,-0.0290642130810199,0.245874493639389,0.239419626023585,-0.0260081581216509,-0.262234133245986,0.155996979155619,-0.024811990431306,-0.0353686911037156,"Lepidoptera","Noctuidae","Phlogophora","Phlogophora periculosa"
"9","32951538a654db6a62c9a3ca2384e2b213a4d3a7",0.0676337059043406,-0.0246256601889609,0.208325672283571,0.202856562350045,-0.0220363118815279,-0.222186943003094,0.132173838269145,-0.0210228174170697,-0.0299673473360684,"Coleoptera","Chrysomelidae","Altica",""
"10","9ce1094859a3bad62d0fa6622d0763aefd0b040b",0.049355680611266,-0.00503130212883904,0.021367193948383,0.0292469894414304,-0.0112855182438766,-0.0235542977213043,-0.0140341800399035,0.0117864679306403,-0.049363133487036,"Trichoptera","Lepidostomatidae","Lepidostoma",""
"11","6d90a20cccb216b63d729ba9cd7ef4437c463d16",0.0460357861067569,0.000297210975501627,-0.0158464658792765,-0.00978619452829472,0.0331917864506901,0.00559329038624445,0.0373576801566376,-0.0406266584158928,-0.15288213093997,"Coleoptera","Curculionidae","Barypeithes","Barypeithes pellucidus"
"12","fe85f67de2eae25389699cf7f6fe32399f24bece",0.0457424568376698,0.000295317216633116,-0.0157454959025023,-0.00972383918409636,0.032980296145372,0.00555765124722803,0.0371196457503232,-0.0403677948441717,-0.151908001734897,"Ephemeroptera","Baetidae","",""
"13","61312e4ace2653f7f4e371154fa2c36b6e3a988c",0.0233243386734564,-0.00572209362420139,0.084310386220737,0.0770506561189779,-0.0055532899367558,-0.0750871249781159,0.0509312960996493,-0.00913073023939971,-0.0122449589291962,"Trichoptera","Hydropsychidae","Parapsyche","Parapsyche elsis"
"14","f423fb69539daee7b52a8e61ed6855325677d82a",0.015117796873941,9.76017906139313e-05,-0.00520385709884895,-0.00321371075763855,0.0108999265111085,0.00183679339633997,0.0122679738536453,-0.0133414810854789,-0.0502053119250739,"Hemiptera","Gerridae","Aquarius","Aquarius remigis"
"15","d408fad8f23bf7b015c64c07941412bf4c8250d3",0.0137971920095623,0.000849259187181851,0.00110872608232367,0.00318832891509774,-0.0176644217952949,0.00299298546628319,-0.0179356351527116,0.00916593929067864,-0.00979744191939452,"Diptera","Chironomidae","",""
"16","d3d72ae7b76c5c580e89751ee4c771a1ad48c544",0.0135988103160166,8.77950833795283e-05,-0.00468099063567161,-0.00289080765987802,0.00980473770874553,0.00165223843095781,0.0110353281492453,-0.0120009729016061,-0.045160847140523,"Hemiptera","Aphididae","Eucallipterus","Eucallipterus tiliae"
"17","aafdf60e2ea1423cfe6d646c45c4e0d6e8db152e",0.0133241913403375,-0.00646472022451889,0.0106148801517161,0.0137555748931599,0.0226134501529678,-0.0133244561206544,-0.00250471004435648,0.00564578402508253,0.00735826417927291,"Trichoptera","Limnephilidae","Psychoglypha","Psychoglypha alascensis"
"18","3f2668ba72c69d653b0f50e3d6e64d7cdad6a568",0.0114227501797364,0.00051614678013797,0.000164074967404712,0.00243253627529036,-0.0145980525674171,0.00360935967210585,-0.0156212768203567,0.00641159072187764,-0.00766622711729526,"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia variegata"
"19","0947a50899e0c00f9de833b12fae9c70742a0d92",0.0107626962502134,0.00498772900196856,-0.00442180125719276,-0.0120805785985292,-0.00482695816870619,0.000913559276502766,0.0178696902599111,0.0166004506332345,0.0468600917428649,"Trichoptera","Lepidostomatidae","Lepidostoma",""
"20","715736bd52368cd7b38c664a6cecb03300c6a788",0.0107444056609393,0.00103957848382919,-0.00108622189755256,3.86856199227662e-05,-0.00791529445844266,0.00229339603717396,-0.00833609379572811,-0.000975222626917357,-0.0137827021385531,"Trichoptera","Glossosomatidae","Glossosoma","Glossosoma penitus"
"21","960cb742cf74bad2594fb703b6bf725ab8e474b1",0.00975977058009067,-0.00137956501052347,-0.00334820311420589,-0.000847117041985074,0.0106883390433235,-3.467562009836e-05,0.0035979045623162,-0.00481175211862642,-0.0223798214252013,"Trichoptera","Lepidostomatidae","Lepidostoma",""
"22","3eaa2c26e7698347d0eb1e7cbfae156504ebe28a",0.00939106714072261,-0.00341931918600234,0.0289264110163987,0.0281670148263042,-0.00305978330842952,-0.0308510744995278,0.018352585783014,-0.00291905769780071,-0.00416102248279007,"Lepidoptera","Notodontidae","Gluphisia","Gluphisia septentrionis"
"23","bc79b7bd17f864f5d50dc6f4e2f715f7de70be43",0.00925517032562239,-0.00260204967307988,0.0326863162630805,0.0288364151532693,-0.0021729742319153,-0.0292431345498123,0.0194762302606313,-0.00345988544357038,-0.00435195272134076,"Trichoptera","Rhyacophilidae","Rhyacophila",""
"24","e481592105445eb8a1c294992063deedbf2a2e66",0.00818316975592959,5.28312443761713e-05,-0.00281681559691305,-0.00173956171626731,0.00590006266860933,0.000994244881986043,0.00664057821670644,-0.00722166102828034,-0.0271758241996525,"Lepidoptera","Geometridae","Campaea",""
"25","e35a0d43382ce1f8adb115458405fc83557e4135",0.0074465762228868,-0.000305240218195881,-0.0025604946445674,-0.00128231508272518,0.00626331730908099,0.000605830399320456,0.00498427473678778,-0.00564060964490772,-0.0222726482933548,"Diptera","Chironomidae","",""
"26","dd33abcc19db1d817ea226f487ec64736e321bca",0.00670635513219604,0.0333774554553409,0.026323929207696,-0.0352477606677258,-0.016266874008928,-0.0189015660061169,0.00317458868525245,0.0381905048676763,-0.0211402657661537,"Trichoptera","Hydropsychidae","Parapsyche","Parapsyche almota"
"27","2404320d9832f16ca7aed906a758f20d2fbd0412",0.00453760602808939,2.92951729101149e-05,-0.00156193746601764,-0.000964595134330243,0.00327161243499654,0.000551313452422007,0.00368223178118627,-0.00400444492685715,-0.0150691220376172,"Trichoptera","Rhyacophilidae","Rhyacophila","Rhyacophila vedra"
"28","4cb44ed9e6dc0f5612aadb7e02e340d733e009e5",0.00435056525928092,0.00292529396027695,-0.00227164988349328,-0.00521049153164679,0.00268762050753173,-0.00174884812409929,0.00311780558753532,-0.0156685496465585,-0.00892428534349484,"Trichoptera","Hydropsychidae","Ceratopsyche",""
"29","cc0958788f86c2cca445bf0cbe5e674d5a86a0a5",0.00384291421706631,-0.000659835815786409,0.0050041615535827,0.00511742601388619,0.000836637655634819,-0.00582722020348516,0.00522987351444039,-0.00233516346361215,-0.00744495833725651,"Diptera","Chironomidae","Micropsectra","Micropsectra polita"
"30","24d95142909efd368357e958e055a84358a5520e",0.00370326173761045,-0.000212425956767396,0.00289784883763516,0.00337399133836395,-0.00384922823202474,-0.00217117074815696,-0.00198226101646862,0.00126942777410469,-0.00227379420677565,"Diptera","Chironomidae","Chironomus","Chironomus maturus"
"31","4759561db9010e93590e5df7c50c3ae27409150f",0.00330758710656129,0.000149456164952815,4.75097711284984e-05,0.000704368518420902,-0.00422703199257108,0.00104513110472973,-0.00452331820148666,0.00185654894579161,-0.00221984317000282,"Trichoptera","Apataniidae","Apatania",""
"32","9a1f6d2da9d5a1635e264c93cfc78a58df510547",0.00249191791761265,-0.000498432706817997,0.0025562109237936,0.00294744844355764,-0.000548602817677018,-0.00273571778144991,0.000229255133211834,0.000319825754916241,-0.00154952630480589,"Diptera","Chironomidae","",""
"33","030665ea33367f4f960dc9fd4f1d8ee3be7c280e",0.00226902527019595,1.46490213597939e-05,-0.000781045238154387,-0.00048234481392933,0.00163596646410931,0.00027568373005517,0.00184129624972054,-0.00200241860485466,-0.00753529911838051,"Diptera","Chironomidae","Micropsectra",""
"34","d8a46151390034bf4578ef1351dd092aace588e6",0.0018392103418248,-0.000132894475485908,-0.000398657523180739,0.000150218392931782,0.000408398277012114,0.000204759509432584,-0.00063598852738583,-8.41076222496398e-05,-0.00291269370811614,"Diptera","","",""
"35","2335f7116fbd20bb14ba7795196ada4255a0f8c5",0.00182613839448664,-6.85941509494417e-05,0.00887013951211671,0.00631367310685148,5.9368539121855e-05,-0.00509705429047638,0.00464769862104859,-0.00102046971918691,-0.00100418362027211,"Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma cascadense"
"36","2372bd452ea5f2b3661b968bc472f58808598a71",0.00180430734701503,-0.000656954384059356,0.00555763633009749,0.0054117334093164,-0.000587876693984379,-0.00592742225656401,0.00352608546705245,-0.000560839058179425,-0.000799457966202462,"Diptera","Chironomidae","Micropsectra",""
"37","c13408ec4e07e384e820264542be644950d4d697",0.000874094946016522,5.64323178894258e-06,-0.000300881486093833,-0.000185813340041161,0.000630222164959393,0.00010620144178447,0.000709321208159532,-0.000771390255235791,-0.00290281777052679,"Diptera","Tipulidae","",""
"38","4343460ff55f80c271399d744b2517cf806f6338",0.000489416024421837,2.21146835200319e-05,7.02991109766264e-06,0.000104223782747736,-0.000625464160506674,0.000154645635563687,-0.000669304946489553,0.000274709259324247,-0.000328465066557914,"Diptera","Tachinidae","Compsilura","Compsilura concinnata"
"39","446911b50a94a952e4dd39dde1c8f906df80bae6",0.000458404186380595,0.000882896249440083,0.00712526167743557,0.00284750114677039,0.00100264189283265,8.21970172469618e-05,0.00279533311733828,-0.000939721285072434,-0.000546501626952345,"Trichoptera","Brachycentridae","Micrasema",""
"40","8a744f7b0202352550d6594a43ecb514706005ba",0.000384304621726476,2.48110353211379e-06,-0.000132285567174078,-8.16947011096223e-05,0.000277083504271608,4.66925304828564e-05,0.000311860193022055,-0.000339149472940983,-0.00127625298639137,"Diptera","Chironomidae","",""
"41","51c3ae72478860660697eca9cd2b9dd604933798",0.00031428020591345,2.02901990994087e-06,-0.000108181720802819,-6.68090520780772e-05,0.000226595923792144,3.81846516152923e-05,0.000255035927590115,-0.000277352808593577,-0.0010437060308013,"Diptera","Chironomidae","Micropsectra",""
"42","5a5a106616b162b70e84b01da65628286dccff6e",0.000264686824561393,0.000496808681026199,0.00404353113617727,0.00162596077921599,0.000564686984900578,2.78196534088469e-05,0.00159055862402983,-0.000532743714224352,-0.000311308103679143,"Trichoptera","Philopotamidae","Wormaldia","Wormaldia anilla"
"43","2b1eb9c5eac6fd2d50fc6ff74c037f0fd47c8515",0.000132372338536786,8.54607147898255e-07,-4.55652856914143e-05,-2.81394446503464e-05,9.54404119982339e-05,1.60830734339047e-05,0.000107419116796999,-0.000116818810674281,-0.000439600730311862,"Diptera","Tephritidae","Rhagoletis",""
"44","b52dadcfea7dce7c52bab5559446e65dcbec5de0",0.000118686128350523,7.66247803475492e-07,-4.08542102200348e-05,-2.52300577023904e-05,8.55726590121497e-05,1.44202160281156e-05,9.63128643370274e-05,-0.000104740707240661,-0.000394149633356204,"Diptera","Culicidae","Culiseta","Culiseta incidens"
"45","ef0978b973ae70f8116b678102c5fd98a7b1dcb8",5.51660987529328e-05,3.56157055447167e-07,-1.8989307569418e-05,-1.17270979692053e-05,3.97747388277197e-05,6.70261194380042e-06,4.47668574165839e-05,-4.86841746326529e-05,-0.000183203360825315,"Diptera","Chironomidae","",""
"46","e81c45e3e01e0f9684c27af15490dd4454bbfa42",-1.09442909026512e-05,1.31440246406926e-05,1.61357882395966e-05,-1.99778117789909e-05,1.36166463966852e-05,4.9809490427362e-05,-4.81556624352534e-06,-3.55374292589424e-06,1.85326433959787e-06,"Diptera","Chironomidae","Limnophyes",""
"47","cab5d68d29cf8aa13040352270287ec705b4d5b5",-1.11005750342996e-05,4.72561669170267e-05,-8.82433244581602e-06,-6.76493822509728e-05,-1.53404458849396e-05,-3.85521755888021e-05,-1.57488509572035e-05,-0.000183441225346654,0.000127097506379935,"Diptera","Chironomidae","",""
"48","e19e4389e2f02e0c2759dc98bfbc2f53c9a8480f",-1.35716402924965e-05,2.12279609055991e-05,-1.47467149383118e-05,5.7788718237288e-05,-1.15062337780811e-06,6.61352946032225e-06,1.08911222379851e-05,-2.88651190925231e-06,-2.30012390833893e-05,"Diptera","Chironomidae","Micropsectra","Micropsectra polita"
"49","0ddc03b7a6d9be0dcb5ae919506edf8f7772eb30",-1.64816222814338e-05,1.5183747895183e-05,-8.25591598813391e-06,4.28873030133308e-05,-5.68950160287247e-06,3.92436037324387e-06,2.33782235773888e-06,3.88312478336053e-06,5.90499252961389e-06,"Diptera","Chironomidae","Psectrocladius",""
"50","2cac5c30eab8e4b8bc14f16fbc4e7b0220ab8ca4",-2.54256142871686e-05,4.14020795248184e-05,-3.24199842429611e-06,-5.44832176100651e-05,-4.98434045513573e-06,-4.17205126864512e-05,-4.17216834570369e-05,-0.000169054101539292,-3.26184969422948e-06,"Diptera","Pachyneuridae","Cramptonomyia","Cramptonomyia spenceri"
